Cause_of_death,Location,FIPS,Year,Mortality_rate
Nutritional deficiencies,Utah,49.0,2000,2.57
Nutritional deficiencies,Vermont,50.0,2000,2.10
Nutritional deficiencies,Virginia,51.0,2000,2.22
Nutritional deficiencies,Washington,53.0,2000,1.68
Nutritional deficiencies,West Virginia,54.0,2000,2.32
Nutritional deficiencies,Wisconsin,55.0,2000,1.79
Nutritional deficiencies,Wyoming,56.0,2000,2.57
Nutritional deficiencies,United States,,2005,1.39
Nutritional deficiencies,Alabama,1.0,2005,2.13
Nutritional deficiencies,Alaska,2.0,2005,1.82
Nutritional deficiencies,Arizona,4.0,2005,1.06
Nutritional deficiencies,Arkansas,5.0,2005,2.22
Nutritional deficiencies,California,6.0,2005,0.79
Nutritional deficiencies,Colorado,8.0,2005,1.95
Nutritional deficiencies,Connecticut,9.0,2005,1.00
Nutritional deficiencies,Delaware,10.0,2005,1.58
Nutritional deficiencies,District of Columbia,11.0,2005,1.06
Nutritional deficiencies,Florida,12.0,2005,0.85
Nutritional deficiencies,Georgia,13.0,2005,2.04
Nutritional deficiencies,Hawaii,15.0,2005,1.11
Nutritional deficiencies,Idaho,16.0,2005,1.64
Nutritional deficiencies,Illinois,17.0,2005,1.40
Nutritional deficiencies,Indiana,18.0,2005,1.76
Nutritional deficiencies,Iowa,19.0,2005,1.26
Nutritional deficiencies,Kansas,20.0,2005,2.00
Nutritional deficiencies,Kentucky,21.0,2005,1.79
Nutritional deficiencies,Louisiana,22.0,2005,2.46
Nutritional deficiencies,Maine,23.0,2005,1.55
Nutritional deficiencies,Maryland,24.0,2005,1.00
Nutritional deficiencies,Massachusetts,25.0,2005,0.94
Nutritional deficiencies,Michigan,26.0,2005,1.74
Nutritional deficiencies,Minnesota,27.0,2005,1.12
Nutritional deficiencies,Mississippi,28.0,2005,1.88
Nutritional deficiencies,Missouri,29.0,2005,1.78
Nutritional deficiencies,Montana,30.0,2005,1.74
Nutritional deficiencies,Nebraska,31.0,2005,1.49
Nutritional deficiencies,Nevada,32.0,2005,1.38
Nutritional deficiencies,New Hampshire,33.0,2005,1.42
Nutritional deficiencies,New Jersey,34.0,2005,1.19
Nutritional deficiencies,New Mexico,35.0,2005,1.57
Nutritional deficiencies,New York,36.0,2005,0.68
Nutritional deficiencies,North Carolina,37.0,2005,1.83
Nutritional deficiencies,North Dakota,38.0,2005,1.46
Nutritional deficiencies,Ohio,39.0,2005,1.79
Nutritional deficiencies,Oklahoma,40.0,2005,1.89
Nutritional deficiencies,Oregon,41.0,2005,1.24
Nutritional deficiencies,Pennsylvania,42.0,2005,1.20
Nutritional deficiencies,Rhode Island,44.0,2005,0.85
Nutritional deficiencies,South Carolina,45.0,2005,2.18
Nutritional deficiencies,South Dakota,46.0,2005,1.31
Nutritional deficiencies,Tennessee,47.0,2005,2.07
Nutritional deficiencies,Texas,48.0,2005,2.05
Nutritional deficiencies,Utah,49.0,2005,2.01
Nutritional deficiencies,Vermont,50.0,2005,1.65
Nutritional deficiencies,Virginia,51.0,2005,1.64
Nutritional deficiencies,Washington,53.0,2005,1.24
Nutritional deficiencies,West Virginia,54.0,2005,1.76
Nutritional deficiencies,Wisconsin,55.0,2005,1.39
Nutritional deficiencies,Wyoming,56.0,2005,1.96
Nutritional deficiencies,United States,,2010,1.21
Nutritional deficiencies,Alabama,1.0,2010,1.93
Nutritional deficiencies,Alaska,2.0,2010,1.60
Nutritional deficiencies,Arizona,4.0,2010,0.95
Nutritional deficiencies,Arkansas,5.0,2010,2.12
Nutritional deficiencies,California,6.0,2010,0.66
Nutritional deficiencies,Colorado,8.0,2010,1.47
Nutritional deficiencies,Connecticut,9.0,2010,0.90
Nutritional deficiencies,Delaware,10.0,2010,1.25
Nutritional deficiencies,District of Columbia,11.0,2010,0.69
Nutritional deficiencies,Florida,12.0,2010,0.72
Nutritional deficiencies,Georgia,13.0,2010,1.79
Nutritional deficiencies,Hawaii,15.0,2010,0.94
Nutritional deficiencies,Idaho,16.0,2010,1.41
Nutritional deficiencies,Illinois,17.0,2010,1.20
Nutritional deficiencies,Indiana,18.0,2010,1.53
Nutritional deficiencies,Iowa,19.0,2010,1.02
Nutritional deficiencies,Kansas,20.0,2010,1.68
Nutritional deficiencies,Kentucky,21.0,2010,1.60
Nutritional deficiencies,Louisiana,22.0,2010,2.21
Nutritional deficiencies,Maine,23.0,2010,1.26
Nutritional deficiencies,Maryland,24.0,2010,0.81
Nutritional deficiencies,Massachusetts,25.0,2010,0.81
Nutritional deficiencies,Michigan,26.0,2010,1.59
Nutritional deficiencies,Minnesota,27.0,2010,0.91
Nutritional deficiencies,Mississippi,28.0,2010,1.65
Nutritional deficiencies,Missouri,29.0,2010,1.50
Nutritional deficiencies,Montana,30.0,2010,1.46
Nutritional deficiencies,Nebraska,31.0,2010,1.28
Nutritional deficiencies,Nevada,32.0,2010,1.06
Nutritional deficiencies,New Hampshire,33.0,2010,1.15
Nutritional deficiencies,New Jersey,34.0,2010,1.00
Nutritional deficiencies,New Mexico,35.0,2010,1.26
Nutritional deficiencies,New York,36.0,2010,0.59
Nutritional deficiencies,North Carolina,37.0,2010,1.66
Nutritional deficiencies,North Dakota,38.0,2010,1.19
Nutritional deficiencies,Ohio,39.0,2010,1.55
Nutritional deficiencies,Oklahoma,40.0,2010,1.64
Nutritional deficiencies,Oregon,41.0,2010,1.09
Nutritional deficiencies,Pennsylvania,42.0,2010,0.98
Nutritional deficiencies,Rhode Island,44.0,2010,0.71
Nutritional deficiencies,South Carolina,45.0,2010,1.96
Nutritional deficiencies,South Dakota,46.0,2010,1.08
Nutritional deficiencies,Tennessee,47.0,2010,1.83
Nutritional deficiencies,Texas,48.0,2010,1.90
Nutritional deficiencies,Utah,49.0,2010,1.84
Nutritional deficiencies,Vermont,50.0,2010,1.46
Nutritional deficiencies,Virginia,51.0,2010,1.43
Nutritional deficiencies,Washington,53.0,2010,1.01
Nutritional deficiencies,West Virginia,54.0,2010,1.47
Nutritional deficiencies,Wisconsin,55.0,2010,1.15
Nutritional deficiencies,Wyoming,56.0,2010,1.64
Nutritional deficiencies,United States,,2014,1.21
Nutritional deficiencies,Alabama,1.0,2014,1.99
Nutritional deficiencies,Alaska,2.0,2014,1.64
Nutritional deficiencies,Arizona,4.0,2014,0.94
Nutritional deficiencies,Arkansas,5.0,2014,2.27
Nutritional deficiencies,California,6.0,2014,0.66
Nutritional deficiencies,Colorado,8.0,2014,1.47
Nutritional deficiencies,Connecticut,9.0,2014,0.88
Nutritional deficiencies,Delaware,10.0,2014,1.27
Nutritional deficiencies,District of Columbia,11.0,2014,0.56
Nutritional deficiencies,Florida,12.0,2014,0.70
Nutritional deficiencies,Georgia,13.0,2014,1.83
Nutritional deficiencies,Hawaii,15.0,2014,0.90
Nutritional deficiencies,Idaho,16.0,2014,1.42
Nutritional deficiencies,Illinois,17.0,2014,1.19
Nutritional deficiencies,Indiana,18.0,2014,1.58
Nutritional deficiencies,Iowa,19.0,2014,1.00
Nutritional deficiencies,Kansas,20.0,2014,1.63
Nutritional deficiencies,Kentucky,21.0,2014,1.57
Nutritional deficiencies,Louisiana,22.0,2014,2.39
Nutritional deficiencies,Maine,23.0,2014,1.26
Nutritional deficiencies,Maryland,24.0,2014,0.72
Nutritional deficiencies,Massachusetts,25.0,2014,0.76
Nutritional deficiencies,Michigan,26.0,2014,1.54
Nutritional deficiencies,Minnesota,27.0,2014,0.86
Nutritional deficiencies,Mississippi,28.0,2014,1.67
Nutritional deficiencies,Missouri,29.0,2014,1.48
Nutritional deficiencies,Montana,30.0,2014,1.45
Nutritional deficiencies,Nebraska,31.0,2014,1.26
Nutritional deficiencies,Nevada,32.0,2014,1.11
Nutritional deficiencies,New Hampshire,33.0,2014,1.17
Nutritional deficiencies,New Jersey,34.0,2014,0.97
Nutritional deficiencies,New Mexico,35.0,2014,1.18
Nutritional deficiencies,New York,36.0,2014,0.58
Nutritional deficiencies,North Carolina,37.0,2014,1.75
Nutritional deficiencies,North Dakota,38.0,2014,1.13
Nutritional deficiencies,Ohio,39.0,2014,1.53
Nutritional deficiencies,Oklahoma,40.0,2014,1.70
Nutritional deficiencies,Oregon,41.0,2014,1.12
Nutritional deficiencies,Pennsylvania,42.0,2014,0.97
Nutritional deficiencies,Rhode Island,44.0,2014,0.68
Nutritional deficiencies,South Carolina,45.0,2014,2.03
Nutritional deficiencies,South Dakota,46.0,2014,1.04
Nutritional deficiencies,Tennessee,47.0,2014,1.87
Nutritional deficiencies,Texas,48.0,2014,1.93
Nutritional deficiencies,Utah,49.0,2014,1.93
Nutritional deficiencies,Vermont,50.0,2014,1.54
Nutritional deficiencies,Virginia,51.0,2014,1.40
Nutritional deficiencies,Washington,53.0,2014,1.04
Nutritional deficiencies,West Virginia,54.0,2014,1.47
Nutritional deficiencies,Wisconsin,55.0,2014,1.12
Nutritional deficiencies,Wyoming,56.0,2014,1.62
"Other communicable, maternal, ",United States,,1980,1.85
"Other communicable, maternal, ",Alabama,1.0,1980,1.89
"Other communicable, maternal, ",Alaska,2.0,1980,1.56
"Other communicable, maternal, ",Arizona,4.0,1980,2.60
"Other communicable, maternal, ",Arkansas,5.0,1980,1.76
"Other communicable, maternal, ",California,6.0,1980,2.77
"Other communicable, maternal, ",Colorado,8.0,1980,1.65
"Other communicable, maternal, ",Connecticut,9.0,1980,1.63
"Other communicable, maternal, ",Delaware,10.0,1980,1.73
"Other communicable, maternal, ",District of Columbia,11.0,1980,4.19
"Other communicable, maternal, ",Florida,12.0,1980,2.43
"Other communicable, maternal, ",Georgia,13.0,1980,1.94
"Other communicable, maternal, ",Hawaii,15.0,1980,1.89
"Other communicable, maternal, ",Idaho,16.0,1980,1.36
"Other communicable, maternal, ",Illinois,17.0,1980,1.44
"Other communicable, maternal, ",Indiana,18.0,1980,1.36
"Other communicable, maternal, ",Iowa,19.0,1980,1.21
"Other communicable, maternal, ",Kansas,20.0,1980,1.38
"Other communicable, maternal, ",Kentucky,21.0,1980,1.53
"Other communicable, maternal, ",Louisiana,22.0,1980,2.18
"Other communicable, maternal, ",Maine,23.0,1980,1.31
"Other communicable, maternal, ",Maryland,24.0,1980,1.92
"Other communicable, maternal, ",Massachusetts,25.0,1980,1.63
"Other communicable, maternal, ",Michigan,26.0,1980,1.23
"Other communicable, maternal, ",Minnesota,27.0,1980,1.35
"Other communicable, maternal, ",Mississippi,28.0,1980,2.00
"Other communicable, maternal, ",Missouri,29.0,1980,1.64
"Other communicable, maternal, ",Montana,30.0,1980,1.28
"Other communicable, maternal, ",Nebraska,31.0,1980,1.30
"Other communicable, maternal, ",Nevada,32.0,1980,1.66
"Other communicable, maternal, ",New Hampshire,33.0,1980,1.28
"Other communicable, maternal, ",New Jersey,34.0,1980,2.17
"Other communicable, maternal, ",New Mexico,35.0,1980,1.83
"Other communicable, maternal, ",New York,36.0,1980,2.40
"Other communicable, maternal, ",North Carolina,37.0,1980,1.54
"Other communicable, maternal, ",North Dakota,38.0,1980,1.17
"Other communicable, maternal, ",Ohio,39.0,1980,1.31
"Other communicable, maternal, ",Oklahoma,40.0,1980,1.69
"Other communicable, maternal, ",Oregon,41.0,1980,1.78
"Other communicable, maternal, ",Pennsylvania,42.0,1980,1.39
"Other communicable, maternal, ",Rhode Island,44.0,1980,1.62
"Other communicable, maternal, ",South Carolina,45.0,1980,1.87
"Other communicable, maternal, ",South Dakota,46.0,1980,1.29
"Other communicable, maternal, ",Tennessee,47.0,1980,1.94
"Other communicable, maternal, ",Texas,48.0,1980,2.09
"Other communicable, maternal, ",Utah,49.0,1980,1.58
"Other communicable, maternal, ",Vermont,50.0,1980,1.30
"Other communicable, maternal, ",Virginia,51.0,1980,1.50
"Other communicable, maternal, ",Washington,53.0,1980,1.86
"Other communicable, maternal, ",West Virginia,54.0,1980,1.24
"Other communicable, maternal, ",Wisconsin,55.0,1980,1.30
"Other communicable, maternal, ",Wyoming,56.0,1980,1.19
"Other communicable, maternal, ",United States,,1985,2.09
"Other communicable, maternal, ",Alabama,1.0,1985,2.08
"Other communicable, maternal, ",Alaska,2.0,1985,1.78
"Other communicable, maternal, ",Arizona,4.0,1985,2.84
"Other communicable, maternal, ",Arkansas,5.0,1985,1.99
"Other communicable, maternal, ",California,6.0,1985,3.17
"Other communicable, maternal, ",Colorado,8.0,1985,1.86
"Other communicable, maternal, ",Connecticut,9.0,1985,1.79
"Other communicable, maternal, ",Delaware,10.0,1985,1.95
"Other communicable, maternal, ",District of Columbia,11.0,1985,4.53
"Other communicable, maternal, ",Florida,12.0,1985,2.48
"Other communicable, maternal, ",Georgia,13.0,1985,2.12
"Other communicable, maternal, ",Hawaii,15.0,1985,2.00
"Other communicable, maternal, ",Idaho,16.0,1985,1.55
"Other communicable, maternal, ",Illinois,17.0,1985,1.69
"Other communicable, maternal, ",Indiana,18.0,1985,1.55
"Other communicable, maternal, ",Iowa,19.0,1985,1.38
"Other communicable, maternal, ",Kansas,20.0,1985,1.54
"Other communicable, maternal, ",Kentucky,21.0,1985,1.74
"Other communicable, maternal, ",Louisiana,22.0,1985,2.43
"Other communicable, maternal, ",Maine,23.0,1985,1.44
"Other communicable, maternal, ",Maryland,24.0,1985,2.09
"Other communicable, maternal, ",Massachusetts,25.0,1985,1.75
"Other communicable, maternal, ",Michigan,26.0,1985,1.43
"Other communicable, maternal, ",Minnesota,27.0,1985,1.53
"Other communicable, maternal, ",Mississippi,28.0,1985,2.22
"Other communicable, maternal, ",Missouri,29.0,1985,1.85
"Other communicable, maternal, ",Montana,30.0,1985,1.47
"Other communicable, maternal, ",Nebraska,31.0,1985,1.50
"Other communicable, maternal, ",Nevada,32.0,1985,1.87
"Other communicable, maternal, ",New Hampshire,33.0,1985,1.37
"Other communicable, maternal, ",New Jersey,34.0,1985,2.26
"Other communicable, maternal, ",New Mexico,35.0,1985,2.10
"Other communicable, maternal, ",New York,36.0,1985,2.78
"Other communicable, maternal, ",North Carolina,37.0,1985,1.72
"Other communicable, maternal, ",North Dakota,38.0,1985,1.34
"Other communicable, maternal, ",Ohio,39.0,1985,1.46
"Other communicable, maternal, ",Oklahoma,40.0,1985,1.96
"Other communicable, maternal, ",Oregon,41.0,1985,2.01
"Other communicable, maternal, ",Pennsylvania,42.0,1985,1.53
"Other communicable, maternal, ",Rhode Island,44.0,1985,1.83
"Other communicable, maternal, ",South Carolina,45.0,1985,2.09
"Other communicable, maternal, ",South Dakota,46.0,1985,1.46
"Other communicable, maternal, ",Tennessee,47.0,1985,2.20
"Other communicable, maternal, ",Texas,48.0,1985,2.39
"Other communicable, maternal, ",Utah,49.0,1985,1.80
"Other communicable, maternal, ",Vermont,50.0,1985,1.42
"Other communicable, maternal, ",Virginia,51.0,1985,1.65
"Other communicable, maternal, ",Washington,53.0,1985,2.07
"Other communicable, maternal, ",West Virginia,54.0,1985,1.45
"Other communicable, maternal, ",Wisconsin,55.0,1985,1.43
"Other communicable, maternal, ",Wyoming,56.0,1985,1.40
"Other communicable, maternal, ",United States,,1990,2.38
"Other communicable, maternal, ",Alabama,1.0,1990,2.56
"Other communicable, maternal, ",Alaska,2.0,1990,2.30
"Other communicable, maternal, ",Arizona,4.0,1990,3.11
"Other communicable, maternal, ",Arkansas,5.0,1990,2.54
"Other communicable, maternal, ",California,6.0,1990,3.07
"Other communicable, maternal, ",Colorado,8.0,1990,2.27
"Other communicable, maternal, ",Connecticut,9.0,1990,2.00
"Other communicable, maternal, ",Delaware,10.0,1990,2.20
"Other communicable, maternal, ",District of Columbia,11.0,1990,4.81
"Other communicable, maternal, ",Florida,12.0,1990,2.56
"Other communicable, maternal, ",Georgia,13.0,1990,2.46
"Other communicable, maternal, ",Hawaii,15.0,1990,2.35
"Other communicable, maternal, ",Idaho,16.0,1990,2.01
"Other communicable, maternal, ",Illinois,17.0,1990,1.98
"Other communicable, maternal, ",Indiana,18.0,1990,2.04
"Other communicable, maternal, ",Iowa,19.0,1990,1.84
"Other communicable, maternal, ",Kansas,20.0,1990,1.97
"Other communicable, maternal, ",Kentucky,21.0,1990,2.22
"Other communicable, maternal, ",Louisiana,22.0,1990,2.93
"Other communicable, maternal, ",Maine,23.0,1990,1.71
"Other communicable, maternal, ",Maryland,24.0,1990,2.46
"Other communicable, maternal, ",Massachusetts,25.0,1990,1.95
"Other communicable, maternal, ",Michigan,26.0,1990,1.87
"Other communicable, maternal, ",Minnesota,27.0,1990,1.92
"Other communicable, maternal, ",Mississippi,28.0,1990,2.74
"Other communicable, maternal, ",Missouri,29.0,1990,2.31
"Other communicable, maternal, ",Montana,30.0,1990,1.97
"Other communicable, maternal, ",Nebraska,31.0,1990,1.94
"Other communicable, maternal, ",Nevada,32.0,1990,2.27
"Other communicable, maternal, ",New Hampshire,33.0,1990,1.67
"Other communicable, maternal, ",New Jersey,34.0,1990,2.36
"Other communicable, maternal, ",New Mexico,35.0,1990,2.59
"Other communicable, maternal, ",New York,36.0,1990,2.75
"Other communicable, maternal, ",North Carolina,37.0,1990,2.11
"Other communicable, maternal, ",North Dakota,38.0,1990,1.79
"Other communicable, maternal, ",Ohio,39.0,1990,1.89
"Other communicable, maternal, ",Oklahoma,40.0,1990,2.50
"Other communicable, maternal, ",Oregon,41.0,1990,2.56
"Other communicable, maternal, ",Pennsylvania,42.0,1990,1.87
"Other communicable, maternal, ",Rhode Island,44.0,1990,2.13
"Other communicable, maternal, ",South Carolina,45.0,1990,2.47
"Other communicable, maternal, ",South Dakota,46.0,1990,1.92
"Other communicable, maternal, ",Tennessee,47.0,1990,2.74
"Other communicable, maternal, ",Texas,48.0,1990,2.86
"Other communicable, maternal, ",Utah,49.0,1990,2.18
"Other communicable, maternal, ",Vermont,50.0,1990,1.80
"Other communicable, maternal, ",Virginia,51.0,1990,1.99
"Other communicable, maternal, ",Washington,53.0,1990,2.49
"Other communicable, maternal, ",West Virginia,54.0,1990,1.93
"Other communicable, maternal, ",Wisconsin,55.0,1990,1.80
"Other communicable, maternal, ",Wyoming,56.0,1990,1.93
"Other communicable, maternal, ",United States,,1995,2.92
"Other communicable, maternal, ",Alabama,1.0,1995,3.17
"Other communicable, maternal, ",Alaska,2.0,1995,2.80
"Other communicable, maternal, ",Arizona,4.0,1995,3.81
"Other communicable, maternal, ",Arkansas,5.0,1995,3.19
"Other communicable, maternal, ",California,6.0,1995,3.75
"Other communicable, maternal, ",Colorado,8.0,1995,2.86
"Other communicable, maternal, ",Connecticut,9.0,1995,2.44
"Other communicable, maternal, ",Delaware,10.0,1995,2.73
"Other communicable, maternal, ",District of Columbia,11.0,1995,5.28
"Other communicable, maternal, ",Florida,12.0,1995,2.87
"Other communicable, maternal, ",Georgia,13.0,1995,2.88
"Other communicable, maternal, ",Hawaii,15.0,1995,2.93
"Other communicable, maternal, ",Idaho,16.0,1995,2.60
"Other communicable, maternal, ",Illinois,17.0,1995,2.54
"Other communicable, maternal, ",Indiana,18.0,1995,2.56
"Other communicable, maternal, ",Iowa,19.0,1995,2.39
"Other communicable, maternal, ",Kansas,20.0,1995,2.52
"Other communicable, maternal, ",Kentucky,21.0,1995,2.90
"Other communicable, maternal, ",Louisiana,22.0,1995,3.55
"Other communicable, maternal, ",Maine,23.0,1995,2.22
"Other communicable, maternal, ",Maryland,24.0,1995,3.14
"Other communicable, maternal, ",Massachusetts,25.0,1995,2.45
"Other communicable, maternal, ",Michigan,26.0,1995,2.33
"Other communicable, maternal, ",Minnesota,27.0,1995,2.49
"Other communicable, maternal, ",Mississippi,28.0,1995,3.24
"Other communicable, maternal, ",Missouri,29.0,1995,2.92
"Other communicable, maternal, ",Montana,30.0,1995,2.62
"Other communicable, maternal, ",Nebraska,31.0,1995,2.48
"Other communicable, maternal, ",Nevada,32.0,1995,2.70
"Other communicable, maternal, ",New Hampshire,33.0,1995,2.19
"Other communicable, maternal, ",New Jersey,34.0,1995,2.69
"Other communicable, maternal, ",New Mexico,35.0,1995,3.28
"Other communicable, maternal, ",New York,36.0,1995,2.94
"Other communicable, maternal, ",North Carolina,37.0,1995,2.60
"Other communicable, maternal, ",North Dakota,38.0,1995,2.35
"Other communicable, maternal, ",Ohio,39.0,1995,2.45
"Other communicable, maternal, ",Oklahoma,40.0,1995,3.22
"Other communicable, maternal, ",Oregon,41.0,1995,3.15
"Other communicable, maternal, ",Pennsylvania,42.0,1995,2.42
"Other communicable, maternal, ",Rhode Island,44.0,1995,2.71
"Other communicable, maternal, ",South Carolina,45.0,1995,3.01
"Other communicable, maternal, ",South Dakota,46.0,1995,2.49
"Other communicable, maternal, ",Tennessee,47.0,1995,3.41
"Other communicable, maternal, ",Texas,48.0,1995,3.58
"Other communicable, maternal, ",Utah,49.0,1995,2.82
"Other communicable, maternal, ",Vermont,50.0,1995,2.31
"Other communicable, maternal, ",Virginia,51.0,1995,2.48
"Other communicable, maternal, ",Washington,53.0,1995,3.11
"Other communicable, maternal, ",West Virginia,54.0,1995,2.55
"Other communicable, maternal, ",Wisconsin,55.0,1995,2.28
"Other communicable, maternal, ",Wyoming,56.0,1995,2.60
"Other communicable, maternal, ",United States,,2000,3.10
"Other communicable, maternal, ",Alabama,1.0,2000,3.38
"Other communicable, maternal, ",Alaska,2.0,2000,3.00
"Other communicable, maternal, ",Arizona,4.0,2000,3.96
"Other communicable, maternal, ",Arkansas,5.0,2000,3.33
"Other communicable, maternal, ",California,6.0,2000,3.79
